def(FEAT_GUI_GTK),
def(DEBUG),
def(PROTO),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(__BORLANDC__),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
True,
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
