def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(MAIN),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(PROTO),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(WIN32),
def(FEAT_BEVAL),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(NBDEBUG),
def(WSDEBUG_SENSE),
