def(__MINT__),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(WIN32),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(_WIN32),
