def(FEAT_BEVAL),
!def(PROTO),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
