def(__MINT__),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
def(WSDEBUG),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(MAIN),
True,
def(FEAT_JOB_CHANNEL),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(_WIN32),
def(PROTO),
def(FEAT_FLOAT),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(DEBUG),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
