def(FEAT_GUI),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(_WIN32),
def(WSDEBUG_TRACE),
def(WIN32),
!def(NO_CONSOLE),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
True,
def(NBDEBUG),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(DEBUG),
