!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
True,
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
