def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(DEBUG),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(PROTO),
def(WSDEBUG),
!def(PROTO),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
True,
!def(FEAT_BEVAL),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
