def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_SUN_WORKSHOP),
def(FEAT_CLIPBOARD),
def(MCH_WRITE_DUMP),
def(PROTO),
def(DEBUG),
def(NBDEBUG),
!def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
