def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(WSDEBUG),
def(MAIN),
def(FEAT_TOOLBAR),
True,
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(PROTO),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
