!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(NBDEBUG),
def(INET_SOCKETS),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(DEBUG),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
True,
def(MCH_WRITE_DUMP),
