def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
True,
def(DEBUG),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(PROTO),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(NBDEBUG),
