def(FEAT_BEVAL_GUI),
def(__MINT__),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(UNIX),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
def(FEAT_PROFILE),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(WIN32),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(DEBUG),
!def(UNIX),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
