def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_EMACS_TAGS),
def(FEAT_RIGHTLEFT),
True,
def(FEAT_GUI_W32),
!def(FEAT_EMACS_TAGS),
def(FEAT_FKMAP),
def(INET_SOCKETS),
def(DEBUG),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_MBYTE),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
!def(PROTO),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(PROTO),
