def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
True,
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
!def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(WSDEBUG),
def(DEBUG),
!def(NO_CONSOLE),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
