def(MAIN),
def(__MINT__),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(_WIN32),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(WIN32),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
True,
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
