def(FEAT_RIGHTLEFT),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(WSDEBUG),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(NBDEBUG),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_FKMAP),
def(PROTO),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
True,
!def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
