def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
True,
def(FEAT_TOOLBAR),
def(_WIN32),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(WIN32),
