def(__BORLANDC__),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(FEAT_GUI_W32),
!def(PROTO),
def(DEBUG),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
True,
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
