def(__BORLANDC__),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(PROTO),
!def(FEAT_GUI_W32),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(INET_SOCKETS),
True,
