!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
def(DEBUG),
def(NBDEBUG),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_MBYTE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
