def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(PROTO),
def(NBDEBUG),
!def(INET_SOCKETS),
True,
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
!def(PROTO),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
