!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(PROTO),
def(FEAT_GUI_GTK),
def(WSDEBUG),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(MAIN),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
