!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(__MINT__),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(WIN32),
def(DEBUG),
def(FEAT_PROFILE),
def(_WIN32),
def(INET_SOCKETS),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL),
True,
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(WSDEBUG),
