def(MAIN),
def(FEAT_JOB_CHANNEL),
True,
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
def(_WIN32),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__MINT__),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(WIN32),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_GUI_W32),
