def(MAIN),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(PROTO),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(WIN32),
def(_WIN32),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_PROFILE),
def(__MINT__),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
