def(FEAT_PROFILE),
def(_WIN32),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(__MINT__),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
!def(FEAT_PROFILE),
def(WSDEBUG),
def(NBDEBUG),
def(WIN32),
def(MAIN),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL_GUI),
