def(FEAT_MBYTE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WIN32),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(UNIX),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
!def(UNIX),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_FKMAP),
!def(FEAT_PROFILE),
def(MAIN),
def(FEAT_RIGHTLEFT),
True,
def(__MINT__),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(_WIN32),
def(FEAT_BEVAL_GUI),
