!def(INET_SOCKETS),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(FEAT_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(WIN32),
def(_WIN32),
def(PROTO),
def(DEBUG),
def(FEAT_BEVAL),
True,
def(JUMPLIST_ROTATE),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(MAIN),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
