def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
True,
!def(PROTO),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(PROTO),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(MAIN),
