def(FEAT_PROFILE),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(__MINT__),
def(MAIN),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
True,
def(_WIN32),
def(WSDEBUG),
!def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
