def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(PROTO),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
True,
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_GUI_GTK),
