def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(NBDEBUG),
def(PROTO),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
True,
def(WIN32),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(LESSTIF_VERSION),
