def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
def(INET_SOCKETS),
def(MAIN),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(_WIN32),
def(WSDEBUG),
def(FEAT_FKMAP),
def(PROTO),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
True,
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMTRUECOLOR),
