def(MAIN),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(DEBUG),
def(WSDEBUG_TRACE),
def(PROTO),
def(INET_SOCKETS),
def(__MINT__),
def(_WIN32),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_JOB_CHANNEL),
