def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
!def(PROTO),
True,
def(WSDEBUG),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(PROTO),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
