def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_RIGHTLEFT),
def(DEBUG),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
True,
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(NBDEBUG),
def(WSDEBUG),
!def(INET_SOCKETS),
def(INET_SOCKETS),
