!def(RISCOS),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(DEBUG),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(EBCDIC),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
True,
!def(PROTO),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(EBCDIC),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(RISCOS),
def(NBDEBUG),
!def(FEAT_MBYTE),
def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
