def(INET_SOCKETS),
def(__MINT__),
def(FEAT_PROFILE),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI),
True,
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(DEBUG),
def(NBDEBUG),
!def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(PROTO),
