def(MAIN),
def(FEAT_GUI_W32),
def(_WIN32),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(PROTO),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
True,
def(DEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
