def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(__MINT__),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(MAIN),
True,
!def(FEAT_GUI_GTK),
def(WSDEBUG),
