def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
True,
def(WSDEBUG_TRACE),
def(PROTO),
def(FEAT_TOOLBAR),
def(MAIN),
def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(DEBUG),
def(_WIN32),
def(WIN32),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
