def(FEAT_PROFILE),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
True,
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(FEAT_JOB_CHANNEL),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
!def(FEAT_GUI_GTK),
def(__MINT__),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(JUMPLIST_ROTATE),
def(_WIN32),
def(NBDEBUG),
def(DEBUG),
