def(__BORLANDC__),
True,
def(RISCOS),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(FEAT_GUI_GTK),
!def(RISCOS),
!def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
!def(PROTO),
def(LESSTIF_VERSION),
!def(EBCDIC),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(EBCDIC),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(NBDEBUG),
def(FEAT_TOOLBAR),
