def(WSDEBUG_SENSE),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(INET_SOCKETS),
True,
!def(FEAT_GUI_W32),
def(PROTO),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
