def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(NBDEBUG),
def(PROTO),
def(FEAT_GUI),
!def(FEAT_BEVAL),
True,
def(LESSTIF_VERSION),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_FKMAP),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
