!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_CLIPBOARD),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_PROFILE),
def(INET_SOCKETS),
def(PROTO),
def(FEAT_MBYTE),
def(__MINT__),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(FEAT_BEVAL_GUI),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(WIN32),
True,
def(DEBUG),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
