!def(NO_CONSOLE),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(_WIN32),
def(WSDEBUG_TRACE),
def(CHANNEL_PIPES),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
True,
!def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(MAIN),
def(DEBUG),
def(__BORLANDC__),
