!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(PROTO),
def(FEAT_GUI),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(DEBUG),
def(FEAT_TOOLBAR),
!def(PROTO),
!def(INET_SOCKETS),
!def(FEAT_MBYTE),
def(__BORLANDC__),
