def(FEAT_GUI_GTK),
def(WSDEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(DEBUG),
def(FEAT_MBYTE),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_GUI_W32),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
True,
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
