def(FEAT_BEVAL),
def(__MINT__),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
True,
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_PROFILE),
def(WIN32),
def(_WIN32),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(MAIN),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI),
!def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(WSDEBUG),
