def(PROTO),
def(DEBUG),
!def(PROTO),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
True,
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
