def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(EBCDIC),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
True,
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
!def(FEAT_MBYTE),
!def(EBCDIC),
def(FEAT_GUI),
def(FEAT_BEVAL),
!def(RISCOS),
!def(PROTO),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(RISCOS),
def(DEBUG),
def(WSDEBUG),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
