def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(FEAT_EMACS_TAGS),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(PROTO),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_BEVAL),
def(FEAT_EMACS_TAGS),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
True,
