!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(PROTO),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(NBDEBUG),
True,
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
!def(PROTO),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
