def(FEAT_FKMAP),
!def(FEAT_GUI_W32),
def(FEAT_FLOAT),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
def(WIN32),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
def(DEBUG),
def(WSDEBUG_SENSE),
def(__MINT__),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(UNIX),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(FEAT_CLIPBOARD),
def(FEAT_BEVAL_GUI),
!def(FEAT_PROFILE),
!def(UNIX),
def(MAIN),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
True,
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
