def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
!def(RISCOS),
!def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(RISCOS),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(DEBUG),
!def(FEAT_GUI_W32),
def(PROTO),
True,
def(FEAT_CLIPBOARD),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
