def(FEAT_GUI),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(MAIN),
def(NBDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
def(DEBUG),
def(PROTO),
True,
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
