!def(INET_SOCKETS),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
!def(PROTO),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
def(FEAT_GUI),
!def(NO_CONSOLE),
True,
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(PROTO),
!def(FEAT_GUI_W32),
