def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(NO_CONSOLE),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(DEBUG),
True,
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
