def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(FEAT_GUI_GTK),
True,
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(WSDEBUG),
!def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
