def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
True,
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
