def(WSDEBUG_SENSE),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(WIN32),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_GUI_W32),
def(MAIN),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(PROTO),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(INET_SOCKETS),
