def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
!def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(DEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
True,
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
